relative_path,class_name,label,group_id,split
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (4).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (5).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (6).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (7).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (8).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (9).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (10).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (11).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (12).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (13).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (14).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (15).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (16).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (17).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (18).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (19).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (20).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (21).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (22).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (23).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (24).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (25).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (26).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (27).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (28).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (29).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (30).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/102 (31).jpg,Normal,0,Normal_102,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (1).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (2).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (3).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (4).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (5).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (6).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (7).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (8).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (9).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (10).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (11).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (12).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (13).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (14).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (15).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (16).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (17).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (18).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (19).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (20).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (21).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (22).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (23).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (24).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (25).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (26).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (27).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (28).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (29).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (30).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (31).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (32).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (33).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (34).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/103 (35).jpg,Normal,0,Normal_103,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (1).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (2).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (3).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (4).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (5).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (6).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (7).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (8).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (9).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (10).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (11).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (12).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (13).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (14).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (15).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (16).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (17).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (18).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (19).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (20).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (21).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (22).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (23).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (24).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (25).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (26).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (27).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (28).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/104 (29).jpg,Normal,0,Normal_104,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (1).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (2).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (3).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (4).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (5).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (6).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (7).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (8).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (9).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (10).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (11).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (12).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (13).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (14).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (15).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (16).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (17).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (18).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (19).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (20).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (21).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (22).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (23).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (24).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (25).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (26).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (27).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (28).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (29).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/105 (30).jpg,Normal,0,Normal_105,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (1).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (2).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (3).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (4).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (5).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (6).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (7).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (8).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (9).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (10).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (11).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (12).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (13).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (14).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (15).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (16).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (17).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (18).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (19).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (20).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (21).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (22).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (23).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (24).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (25).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (26).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (27).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (28).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/108 (29).jpg,Normal,0,Normal_108,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (1).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (2).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (3).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (4).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (5).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (6).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (7).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (8).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (9).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (10).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (11).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (12).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (13).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (14).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (15).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (16).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (17).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (18).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (19).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (20).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (21).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (22).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (23).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (24).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (25).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (26).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (27).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (28).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (29).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (30).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (31).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (32).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/111 (33).jpg,Normal,0,Normal_111,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (1).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (2).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (3).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (4).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (5).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (6).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (7).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (8).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (9).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (10).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (11).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (12).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (13).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (14).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (15).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (16).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (17).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (18).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (19).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (20).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (21).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (22).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (23).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (24).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (25).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/112 (26).jpg,Normal,0,Normal_112,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (1).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (2).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (3).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (4).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (5).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (6).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (7).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (8).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (9).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (10).jpg,Normal,0,Normal_113,train
data/raw/brain_ct/Brain_Data_Organised/Normal/113 (11).jpg,Normal,0,Normal_113,train
